job_id,job,location,work_type,full_time_remote,no_of_application,posted_day_ago,role_category,skills_found
3474352291,Senior Machine Learning Engineer,Greater Hyderabad Area,Remote,Full-time · Mid-Senior level,,1 day,AI / ML Engineer,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3469589943,Role - Sr. Machine Learning  | QA(Automation)  |  Node JS  | React JS  |  IOS  | Dot Net  | Java | Content Writer  | Graphic Designer,"Mumbai, Maharashtra, India",On-site,Full-time,,2 days,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP']"
3472820914,Data Scientist,"Gurugram, Haryana, India",On-site,Full-time,,1 day,AI / ML Engineer,"['Python', 'Excel', 'Power BI', 'Statistics', 'Machine Learning', 'Deep Learning']"
3471882348,Lead Machine Learning Firmware Test Engineer,"Hyderabad, Telangana, India",,Full-time · Mid-Senior level,,2 days,AI / ML Engineer,"['Python', 'Statistics', 'A/B Testing', 'Machine Learning']"
3468006432,Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Associate,,3 days,Data Analyst,"['SQL', 'Excel']"
3468089081,Data Analyst,India,Remote,Full-time · Associate,,3 days,Data Analyst,"['SQL', 'Power BI']"
3472408664,Data Analyst and Programmer,"Dehradun, Uttarakhand, India",On-site,Full-time · Mid-Senior level,,3 days,Data Analyst,[]
3473574432,Data Scientist,"Mumbai, Maharashtra, India",On-site,Full-time · Executive,,2 days,AI / ML Engineer,"['Python', 'SQL', 'AWS']"
3472069514,Machine Learning Developer - Python with Angular/React,"Chennai, Tamil Nadu, India",Remote,Full-time · Mid-Senior level,,2 days,AI / ML Engineer,"['Python', 'Statistics', 'Machine Learning', 'NLP', 'Azure']"
3461044496,Sr Data Analyst,"Bengaluru, Karnataka, India",Hybrid,Full-time · Mid-Senior level,,6 days,Data Analyst,"['Python', 'SQL', 'Tableau', 'Statistics', 'LLMs']"
3462452996,Machine Learning Engineer,"Bengaluru, Karnataka, India",Hybrid,Full-time,,5 days,AI / ML Engineer,"['Excel', 'Statistics', 'Machine Learning', 'NLP', 'LLMs']"
3474354519,Senior Data Scientist,"Mumbai, Maharashtra, India",On-site,Full-time · Mid-Senior level,,1 day,AI / ML Engineer,"['Excel', 'Statistics']"
3467383260,Senior Data Scientist,"Bengaluru, Karnataka, India",Hybrid,Full-time · Executive,,1 day,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'Machine Learning', 'Deep Learning', 'Spark', 'AWS']"
3471161636,Lead Data Scientist- WFH,"Hyderabad, Telangana, India",Remote,Full-time · Mid-Senior level,,3 days,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
3463550965,Senior Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,,4 days,Data Analyst,"['Python', 'SQL', 'Tableau', 'A/B Testing']"
3474493907,Data Scientist,"Ahmedabad, Gujarat, India",On-site,Full-time,,16 hours,AI / ML Engineer,"['Python', 'Excel', 'Statistics', 'Machine Learning', 'LLMs']"
3473518901,Data Analyst,"Pune, Maharashtra, India",On-site,Full-time · Mid-Senior level,,2 days,Data Analyst,"['Python', 'SQL', 'Tableau', 'Power BI', 'Machine Learning', 'AWS']"
3473574826,Data Analyst,India,Remote,Full-time · Mid-Senior level,,2 days,Data Analyst,"['SQL', 'LLMs']"
3474304455,Sr. Data Scientist- WFH,"Pune, Maharashtra, India",Remote,Full-time · Mid-Senior level,,1 day,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
3473669395,Data Analyst - SQL [T500-4357],"Bengaluru, Karnataka, India",On-site,Full-time · Associate,,2 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'LLMs']"
3459095844,Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,,2 days,Data Analyst,['SQL']
3462399354,Data Scientist,"Bengaluru, Karnataka, India",On-site,Full-time · Entry level,,6 days,AI / ML Engineer,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark', 'Docker', 'Kubernetes', 'AWS']"
3473786254,Lead Machine Learning Specialist,"Mumbai, Maharashtra, India",On-site,Full-time · Mid-Senior level,,2 days,AI / ML Engineer,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP']"
3467245877,Senior Data Scientist,"Bengaluru, Karnataka, India",Remote,Full-time · Mid-Senior level,,6 days,AI / ML Engineer,"['Python', 'Statistics', 'Scikit-learn', 'Machine Learning', 'Deep Learning', 'Spark']"
3453087040,Data Scientist,"Hyderabad, Telangana, India",Hybrid,Full-time · Mid-Senior level,,6 days,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Statistics', 'Scikit-learn', 'Machine Learning']"
3466568298,Senior Data Scientist,"Bengaluru, Karnataka, India",Remote,Full-time · Mid-Senior level,,6 days,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
3474479510,Data Scientist,"Noida, Uttar Pradesh, India",Remote,Full-time,,16 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'Machine Learning', 'LLMs']"
3465426166,Head of Computer Vision,"Gurugram, Haryana, India",On-site,Full-time,,2 days,AI / ML Engineer,"['Python', 'Deep Learning']"
3474304402,Sr. Data Scientist- WFH,"Bengaluru, Karnataka, India",Remote,Full-time · Mid-Senior level,,1 day,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
3468051034,Lead Data Scientist,"New Delhi, Delhi, India",On-site,Full-time,,3 days,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'Pandas', 'NumPy', 'Scikit-learn']"
3445962989,Data Analyst,"Hyderabad, Telangana, India",On-site,Full-time,,6 days,Data Analyst,"['Python', 'SQL', 'Statistics']"
3466569109,Senior Data Scientist,"Hyderabad, Telangana, India",Remote,Full-time · Mid-Senior level,,6 days,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
3471161245,Lead Data Scientist- WFH,"Bengaluru, Karnataka, India",Remote,Full-time · Mid-Senior level,,3 days,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
3465471591,Lead Computer Vision Engineer,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,,2 days,AI / ML Engineer,"['Python', 'Excel', 'Deep Learning']"
3473098983,Lead Data Analyst,"Noida, Uttar Pradesh, India",On-site,Full-time · Mid-Senior level,,2 days,Data Analyst,"['SQL', 'Excel', 'Tableau', 'Statistics']"
3410496892,Data Analyst 2,"Bengaluru, Karnataka, India",On-site,Full-time · Associate,,5 days,Data Analyst,"['Excel', 'Power BI', 'Statistics', 'LLMs']"
3473471383,Senior Machine Learning Engineer,"Pune, Maharashtra, India",Remote,Full-time · Mid-Senior level,,2 days,AI / ML Engineer,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3467958417,Senior Staff Data Scientist,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,,6 days,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'A/B Testing', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark', 'Docker']"
3450304753,Data Scientist,India,Remote,Contract · Mid-Senior level,,6 days,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'A/B Testing', 'Airflow']"
3467094978,Data Scientist,"Chennai, Tamil Nadu, India",Hybrid,Full-time,,1 day,AI / ML Engineer,"['Excel', 'Statistics', 'A/B Testing', 'Machine Learning', 'Deep Learning', 'LLMs']"
3474223185,Architect - Machine Learning,"Bengaluru, Karnataka, India",Hybrid,Full-time,,1 day,AI / ML Engineer,"['Python', 'Excel', 'Machine Learning', 'Deep Learning']"
3426867156,ML Engineering Architecture Lead,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,,2 days,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Statistics', 'Machine Learning', 'LLMs', 'Spark', 'Airflow', 'Azure']"
3473666760,Lead Data Analyst - SQL [T500-4242],"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,,2 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'LLMs']"
3464940861,Data Analyst,India,Remote,Full-time,,3 days,Data Analyst,"['SQL', 'Excel', 'Statistics']"
3466126584,Sr. Associate; Data Analyst (Google Analytics),"Mumbai, Maharashtra, India",Hybrid,Full-time · Associate,,2 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'A/B Testing']"
3465443762,Data Scientist,"Mumbai, Maharashtra, India",Remote,Full-time,,2 days,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Statistics', 'A/B Testing', 'Pandas', 'Machine Learning', 'Deep Learning', 'Kubernetes']"
3465497810,Data Analyst,"Noida, Uttar Pradesh, India",On-site,Full-time,,2 days,Data Analyst,"['SQL', 'Statistics']"
3467361186,Senior Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,,1 day,Data Analyst,"['Excel', 'Power BI', 'LLMs', 'AWS', 'Azure']"
3471195031,Senior Data Analyst,"Mumbai, Maharashtra, India",On-site,Full-time · Mid-Senior level,,3 days,Data Analyst,"['Python', 'SQL', 'Excel']"
3461653716,Machine Learning Engineer,"Pune, Maharashtra, India",On-site,Full-time,,6 days,AI / ML Engineer,"['Python', 'Machine Learning', 'Deep Learning', 'AWS', 'GCP']"
3464549135,Senior Machine Learning Engineer,"Hyderabad, Telangana, India",On-site,Full-time,,3 days,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'LLMs', 'Spark', 'AWS']"
3464903365,Senior Data Scientist,"Bengaluru, Karnataka, India",Hybrid,Full-time,,20 hours,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'A/B Testing', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3474477393,Data Analyst - WFH,Greater Delhi Area,Remote,Full-time · Mid-Senior level,,22 hours,Data Analyst,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3474493907,Data Scientist,"Ahmedabad, Gujarat, India",On-site,Full-time,,20 hours,AI / ML Engineer,"['Python', 'Excel', 'Statistics', 'Machine Learning', 'LLMs']"
3469005819,Data Analyst / Senior Data Analyst,"Gurugram, Haryana, India",On-site,Full-time · Associate,,19 hours,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau']"
3468573217,Data Scientist,"Bengaluru, Karnataka, India",Hybrid,Full-time · Mid-Senior level,,22 hours,AI / ML Engineer,"['Python', 'Machine Learning', 'Spark', 'Azure']"
3476609368,Senior Machine Learning Engineer,India,Remote,Part-time,,6 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Statistics', 'Machine Learning']"
3476509404,Marketing Data Analyst,"Gurugram, Haryana, India",On-site,Full-time,,15 hours,Data Analyst,['Excel']
3476960772,Senior Business Intelligence Developer,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,,12 hours,Data Analyst,"['SQL', 'Excel', 'Tableau', 'Power BI']"
3476921109,Senior Computer Vision Engineer (Algorithm Developer),"Bengaluru, Karnataka, India",Hybrid,Full-time · Mid-Senior level,,14 hours,AI / ML Engineer,"['Python', 'Machine Learning']"
3474473932,Associate Data Scientist,"Hyderabad, Telangana, India",Remote,Full-time · Mid-Senior level,,23 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
3477490808,Looker Data Analyst,"Bengaluru, Karnataka, India",Hybrid,Contract · Mid-Senior level,,1 hour,Data Analyst,"['Excel', 'Power BI']"
3476370369,Data Analyst,"Pune, Maharashtra, India",On-site,Full-time · Associate,,17 hours,Data Analyst,"['Python', 'SQL', 'Excel', 'Machine Learning']"
3469887530,Lead Data Scientist,India,Remote,Full-time,,5 hours,AI / ML Engineer,"['Python', 'Excel', 'Statistics', 'Machine Learning', 'LLMs', 'Spark']"
3474475792,Associate Data Scientist,"Pune, Maharashtra, India",Remote,Full-time · Mid-Senior level,,23 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
3469068264,Manager - Business Analyst (Business Intelligence and Data Analytics),"Noida, Uttar Pradesh, India",Hybrid,Full-time · Mid-Senior level,,15 hours,Data Analyst,"['Python', 'SQL', 'Tableau', 'Power BI', 'Statistics']"
3469817274,"IT Senior Data Analyst | MUST: DBT, Snowflake, Source to Pay (S2P)",India,Remote,Full-time · Entry level,127.0,11 hours,Data Analyst,"['SQL', 'Excel', 'Tableau', 'LLMs']"
3469063592,Data Scientist,"Chennai, Tamil Nadu, India",Hybrid,Full-time · Mid-Senior level,138.0,16 hours,AI / ML Engineer,"['Python', 'Excel', 'Tableau', 'Machine Learning', 'GCP']"
3469826902,Data Analyst - Datastage Developer,"Bengaluru, Karnataka, India",Hybrid,Full-time,13.0,10 hours,Data Analyst,"['Spark', 'Azure']"
3476188459,Lead Data Scientist,"Kolkata metropolitan area, West Bengal, India",On-site,Full-time,31.0,17 hours,AI / ML Engineer,"['Python', 'Tableau', 'Power BI', 'Statistics', 'Machine Learning', 'Deep Learning']"
3309580409,Data Scientist,"Bengaluru, Karnataka, India",On-site,Full-time,46.0,43 minutes,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Machine Learning', 'AWS']"
3476967056,Machine Learning Engineer,India,Remote,Contract · Mid-Senior level,67.0,13 hours,AI / ML Engineer,"['Python', 'Excel', 'Statistics', 'A/B Testing', 'Machine Learning']"
3470522885,Data Scientist,"Delhi, India",Remote,Full-time,125.0,1 hour,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Statistics', 'A/B Testing', 'Pandas', 'Machine Learning', 'Deep Learning', 'Kubernetes']"
3477341606,Machine Learning Consultant,"Hyderabad, Telangana, India",On-site,Full-time · Associate,31.0,10 hours,AI / ML Engineer,"['Python', 'Statistics', 'Machine Learning', 'LLMs']"
3477491648,Power BI Analyst,"Bengaluru, Karnataka, India",Hybrid,Contract · Mid-Senior level,68.0,2 hours,Data Analyst,"['Excel', 'Power BI']"
3468593721,Data Scientist,"Bengaluru, Karnataka, India",,Full-time,,18 hours,AI / ML Engineer,"['Python', 'SQL', 'Tableau', 'Statistics', 'Pandas', 'NumPy', 'Scikit-learn', 'Machine Learning', 'Deep Learning', 'NLP', 'LLMs', 'Docker', 'AWS', 'GCP']"
3470522015,Senior Data Scientist,"Bengaluru, Karnataka, India",Hybrid,Full-time,14.0,2 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Statistics', 'Machine Learning', 'Spark', 'AWS', 'Azure', 'GCP']"
3476231253,Data Analyst (India),India,Remote,Full-time,200.0,16 hours,Data Analyst,"['Python', 'Excel', 'Statistics', 'Machine Learning']"
3477226567,Data Analyst - Motor Underwriting,"Mumbai, Maharashtra, India",On-site,Full-time · Mid-Senior level,156.0,12 hours,Data Analyst,"['Python', 'Excel']"
3470562102,Data Scientist,"Mumbai, Maharashtra, India",On-site,Full-time,7.0,16 minutes,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'Machine Learning', 'Deep Learning', 'Spark', 'AWS']"
3470562102,Data Scientist,"Mumbai, Maharashtra, India",On-site,Full-time,9.0,18 minutes,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'Machine Learning', 'Deep Learning', 'Spark', 'AWS']"
3468701640,Senior Data Scientist,"Bengaluru, Karnataka, India",Hybrid,Full-time,200.0,3 days,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Statistics', 'A/B Testing', 'Pandas', 'NumPy', 'Machine Learning', 'Deep Learning', 'LLMs', 'Spark', 'AWS']"
3468051034,Lead Data Scientist,"New Delhi, Delhi, India",On-site,Full-time,112.0,3 days,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'Pandas', 'NumPy', 'Scikit-learn']"
3474354519,Senior Data Scientist,"Mumbai, Maharashtra, India",On-site,Full-time · Mid-Senior level,152.0,1 day,AI / ML Engineer,"['Excel', 'Statistics']"
3472972955,Deputy Vice President - Data Scientist,"Gurgaon, Haryana, India",On-site,Full-time · Mid-Senior level,200.0,3 days,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'Machine Learning', 'Spark', 'AWS']"
3276415130,Senior Data Analyst,"Bengaluru, Karnataka, India",,Full-time,200.0,5 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Statistics', 'LLMs', 'AWS']"
3473548941,Principal Data Scientist - AI,"Hyderabad, Telangana, India",On-site,Full-time · Entry level,136.0,2 days,AI / ML Engineer,"['Python', 'SQL', 'Machine Learning', 'Deep Learning', 'NLP', 'LLMs', 'Spark', 'Azure']"
3471657636,"Data Analyst, Trilogy (Remote) - $60,000/year USD","Delhi, Delhi, India",Remote,Full-time · Associate,200.0,1 day,Data Analyst,['Excel']
3466797396,Data Analyst [T500-4357],"Bengaluru, Karnataka, India",On-site,Full-time · Associate,200.0,6 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'LLMs']"
3471669068,"Data Analyst, Trilogy (Remote) - $60,000/year USD","New Delhi, Delhi, India",Remote,Full-time · Associate,200.0,1 day,Data Analyst,['Excel']
3472408664,Data Analyst and Programmer,"Dehradun, Uttarakhand, India",On-site,Full-time · Mid-Senior level,55.0,3 days,Data Analyst,[]
3472127640,Senior Data Analyst,"Chennai, Tamil Nadu, India",,Full-time · Associate,200.0,3 days,Data Analyst,"['SQL', 'Excel', 'Power BI']"
3466189314,Sap Business Intelligence Analyst,India,Remote,Full-time,60.0,2 days,Data Analyst,"['Excel', 'LLMs']"
3468429936,Senior Data Scientist,"Chennai, Tamil Nadu, India",On-site,Full-time · Associate,79.0,6 days,AI / ML Engineer,"['Python', 'SQL', 'Statistics']"
3472559258,Senior NLP Data Scientist,"Mumbai, Maharashtra, India",On-site,Full-time,82.0,1 day,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'LLMs', 'AWS', 'Azure', 'GCP']"
3451843021,Financial Reporting Analyst,"Jaipur, Rajasthan, India",On-site,Full-time,30.0,3 days,Data Analyst,"['SQL', 'Excel']"
3475023531,Lead Data Scientist,"Vadodara, Gujarat, India",On-site,Full-time · Entry level,79.0,1 day,AI / ML Engineer,"['Python', 'SQL', 'Statistics']"
3472987519,Data Scientist Specialist,"Mumbai, Maharashtra, India",Remote,Full-time · Mid-Senior level,117.0,3 days,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
3471161636,Lead Data Scientist- WFH,"Hyderabad, Telangana, India",Remote,Full-time · Mid-Senior level,94.0,4 days,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
3471161245,Lead Data Scientist- WFH,"Bengaluru, Karnataka, India",Remote,Full-time · Mid-Senior level,120.0,4 days,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics', 'Machine Learning']"
3470559959,Data Analyst,"Surat, Gujarat, India",Remote,Full-time,,,Data Analyst,['Statistics']
3470565234,Data Analyst,"Mumbai, Maharashtra, India",On-site,Full-time,19.0,24 minutes,Data Analyst,"['Python', 'Excel', 'Tableau', 'Power BI', 'Statistics']"
3464550735,Product Data Scientist/ Analyst,"Delhi, India",Hybrid,Full-time · Mid-Senior level,200.0,3 days,AI / ML Engineer,"['Python', 'SQL', 'Tableau', 'Statistics', 'A/B Testing', 'Pandas', 'NumPy']"
3471658510,"Data Analyst, Trilogy (Remote) - $60,000/year USD","Bengaluru, Karnataka, India",Remote,Full-time · Associate,200.0,1 hour,Data Analyst,['Excel']
3468028509,Data Analyst,"Gurugram, Haryana, India",Hybrid,Full-time · Mid-Senior level,200.0,3 days,Data Analyst,"['SQL', 'Excel']"
3473098983,Lead Data Analyst,"Noida, Uttar Pradesh, India",On-site,Full-time · Mid-Senior level,200.0,3 days,Data Analyst,"['SQL', 'Excel', 'Tableau', 'Statistics']"
3463535172,Sr Business Data Analyst (PowerBi)- Remote Work,India,Remote,Full-time · Mid-Senior level,200.0,17 hours,Data Analyst,"['SQL', 'Excel', 'Tableau', 'Power BI']"
3475819204,Power BI Analyst,"Bengaluru, Karnataka, India",Hybrid,Contract · Mid-Senior level,140.0,5 hours,Data Analyst,"['Excel', 'Power BI']"
3468569189,Business Intelligence Analyst,"Gurugram, Haryana, India",On-site,Full-time,48.0,3 hours,Data Analyst,"['Excel', 'Power BI', 'Azure']"
3474480245,Data Analyst,India,Remote,Contract · Mid-Senior level,136.0,2 hours,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'Pandas', 'NumPy']"
3474470845,SFE (Sales Force Effectiveness) Data Analyst,"Gurugram, Haryana, India",On-site,Full-time,21.0,4 hours,Data Analyst,"['SQL', 'Excel', 'Power BI', 'LLMs']"
3474907243,Senior Data Analyst,"Mumbai, Maharashtra, India",On-site,Full-time,5.0,33 minutes,Data Analyst,['LLMs']
3474863513,Senior People Data and Reporting Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,119.0,19 hours,Data Analyst,"['Excel', 'Tableau', 'Power BI', 'Statistics']"
3475816473,Looker Data Analyst,"Bengaluru, Karnataka, India",Hybrid,Contract · Mid-Senior level,56.0,5 hours,Data Analyst,"['Excel', 'Power BI']"
3469005819,Data Analyst / Senior Data Analyst,"Gurugram, Haryana, India",On-site,Full-time · Associate,34.0,7 minutes,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau']"
3474486284,Data Analyst - Snowflake,"Pune, Maharashtra, India",On-site,Full-time,,,Data Analyst,"['SQL', 'AWS', 'Azure']"
3463535172,Sr Business Data Analyst (PowerBi)- Remote Work,India,Remote,Full-time · Mid-Senior level,200.0,18 hours,Data Analyst,"['SQL', 'Excel', 'Tableau', 'Power BI']"
3463971134,Business Improvement Data Analyst,"Gurugram, Haryana, India",Hybrid,Full-time · Mid-Senior level,200.0,6 days,Data Analyst,"['Excel', 'Power BI']"
3475819204,Power BI Analyst,"Bengaluru, Karnataka, India",Hybrid,Contract · Mid-Senior level,160.0,6 hours,Data Analyst,"['Excel', 'Power BI']"
3467035194,Hiring RPA & Artificial Intelligence Trainer - PAN India,"New Delhi, Delhi, India",On-site,Full-time,7.0,1 day,AI / ML Engineer,['Excel']
3474480245,Data Analyst,India,Remote,Contract · Mid-Senior level,,3 hours,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'Pandas', 'NumPy']"
3459397490,Senior HR Data Analyst,"Hyderabad, Telangana, India",Hybrid,Full-time · Mid-Senior level,,6 days,Data Analyst,"['Excel', 'AWS']"
3474470845,SFE (Sales Force Effectiveness) Data Analyst,"Gurugram, Haryana, India",On-site,Full-time,,5 hours,Data Analyst,"['SQL', 'Excel', 'Power BI', 'LLMs']"
3461044496,Sr Data Analyst,"Bengaluru, Karnataka, India",Hybrid,Full-time · Mid-Senior level,,5 days,Data Analyst,"['Python', 'SQL', 'Tableau', 'Statistics', 'LLMs']"
3466109731,Business Intelligence Analyst,India,Remote,Full-time · Mid-Senior level,,1 day,Data Analyst,"['Python', 'SQL', 'Tableau', 'Power BI']"
3466189314,Sap Business Intelligence Analyst,India,Remote,Full-time,,1 day,Data Analyst,"['Excel', 'LLMs']"
3472127640,Senior Data Analyst,"Chennai, Tamil Nadu, India",,Full-time · Associate,,2 days,Data Analyst,"['SQL', 'Excel', 'Power BI']"
3474863513,Senior People Data and Reporting Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,,21 hours,Data Analyst,"['Excel', 'Tableau', 'Power BI', 'Statistics']"
3464533598,Data Analyst || Tableau,"Chennai, Tamil Nadu, India",On-site,Full-time · Associate,,3 days,Data Analyst,"['SQL', 'Tableau', 'AWS']"
3463550965,Senior Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,,3 days,Data Analyst,"['Python', 'SQL', 'Tableau', 'A/B Testing']"
3469005819,Data Analyst / Senior Data Analyst,"Gurugram, Haryana, India",On-site,Full-time · Associate,,1 hour,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau']"
3467361186,Senior Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,,1 day,Data Analyst,"['Excel', 'Power BI', 'LLMs', 'AWS', 'Azure']"
3474907243,Senior Data Analyst,"Mumbai, Maharashtra, India",On-site,Full-time,,1 hour,Data Analyst,['LLMs']
3461019795,Senior Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Executive,,5 days,Data Analyst,"['SQL', 'Excel']"
3473571822,Senior Data Analyst  | WFH,"Bhopal, Madhya Pradesh, India",Remote,Full-time · Mid-Senior level,,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Power BI', 'Statistics', 'Spark', 'GCP']"
3276415130,Senior Data Analyst,"Bengaluru, Karnataka, India",,Full-time,,4 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Statistics', 'LLMs', 'AWS']"
3427382962,Senior Data Analyst,"Bengaluru, Karnataka, India",,Full-time,,4 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'LLMs', 'AWS']"
3471195031,Senior Data Analyst,"Mumbai, Maharashtra, India",On-site,Full-time · Mid-Senior level,,3 days,Data Analyst,"['Python', 'SQL', 'Excel']"
3449643181,Lead Data Analyst,India,Remote,Full-time · Mid-Senior level,,2 days,Data Analyst,"['Python', 'SQL', 'Tableau', 'Power BI', 'Statistics', 'Machine Learning', 'LLMs']"
3473752871,Business Intelligence Developer (SAP BW on HANA modeling),"Gurugram, Haryana, India",Hybrid,Full-time · Entry level,,1 day,Data Analyst,"['SQL', 'Tableau', 'Power BI']"
3472508072,"Data Analyst - GCP, Google BigQuery, Data Analytics, Power BI, Python - 6-9 Yrs","Bengaluru, Karnataka, India",Hybrid,Full-time,,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Spark', 'GCP']"
3459374556,HR Data Analyst,"Hyderabad, Telangana, India",Hybrid,Full-time · Mid-Senior level,,6 days,Data Analyst,"['Excel', 'Statistics', 'A/B Testing', 'LLMs']"
3461697996,CP Master Data Analyst,"Pune, Maharashtra, India",On-site,Full-time · Mid-Senior level,96.0,6 days,Data Analyst,[]
3461055640,Business Intelligence Developer (Azure),"Noida, Uttar Pradesh, India",Hybrid,Full-time · Mid-Senior level,72.0,5 days,Data Analyst,"['SQL', 'Excel', 'Power BI', 'LLMs', 'Azure']"
3473470261,Machine Learning Engineer,"Mumbai, Maharashtra, India",Remote,Full-time · Mid-Senior level,122.0,2 days,AI / ML Engineer,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3464542941,AWS ML Engineer,"Pune, Maharashtra, India",Hybrid,Full-time · Mid-Senior level,166.0,3 days,AI / ML Engineer,"['Python', 'Excel', 'Machine Learning', 'NLP', 'LLMs', 'Spark', 'AWS']"
3466686457,AI Engineer - WFH,"Hyderabad, Telangana, India",Remote,Full-time · Mid-Senior level,83.0,6 days,AI / ML Engineer,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3466686606,Artificial Intelligence Engineer - WFH,India,Remote,Full-time · Mid-Senior level,103.0,6 days,AI / ML Engineer,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
