job_id,job,location,work_type,full_time_remote,no_of_application,posted_day_ago,role_category,skills_found
3471657636,"Data Analyst, Trilogy (Remote) - $60,000/year USD","Delhi, Delhi, India",Remote,Full-time · Associate,200.0,8 hours,Data Analyst,['Excel']
3471669068,"Data Analyst, Trilogy (Remote) - $60,000/year USD","New Delhi, Delhi, India",Remote,Full-time · Associate,184.0,8 hours,Data Analyst,['Excel']
3474349934,Data Analyst - WFH,Greater Bengaluru Area,Remote,Full-time · Mid-Senior level,200.0,9 hours,Data Analyst,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3472816027,Data Analyst,"Gurugram, Haryana, India",On-site,Full-time,200.0,7 hours,Data Analyst,"['Python', 'SQL', 'Excel', 'Statistics', 'Machine Learning']"
3473311511,Data Analyst,"Mohali district, Punjab, India",On-site,Full-time,8.0,26 minutes,Data Analyst,"['SQL', 'Statistics']"
3472504479,Data Analyst,"Gurugram, Haryana, India",On-site,Full-time · Entry level,200.0,10 hours,Data Analyst,"['SQL', 'Excel', 'Tableau', 'Power BI']"
3471658510,"Data Analyst, Trilogy (Remote) - $60,000/year USD","Bengaluru, Karnataka, India",Remote,Full-time · Associate,200.0,8 hours,Data Analyst,['Excel']
3467356873,Sr Data Analyst -Data Governance / Collibra,India,Remote,Full-time · Mid-Senior level,20.0,10 hours,Data Analyst,"['SQL', 'AWS', 'Azure']"
3463535172,Sr Business Data Analyst (PowerBi)- Remote Work,India,Remote,Full-time · Mid-Senior level,200.0,2 hours,Data Analyst,"['SQL', 'Excel', 'Tableau', 'Power BI']"
3467845449,Artificial Intelligence (AI) Machine Learning Intern,"Coimbatore, Tamil Nadu, India",On-site,Full-time,17.0,37 minutes,AI / ML Engineer,"['Python', 'A/B Testing', 'Machine Learning']"
3474343937,ML Engineer - WFH,India,Remote,Full-time · Mid-Senior level,139.0,9 hours,AI / ML Engineer,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3466189314,Sap Business Intelligence Analyst,India,Remote,Full-time,52.0,1 day,Data Analyst,"['Excel', 'LLMs']"
3467357110,Data Scientist,"Bengaluru, Karnataka, India",On-site,Full-time · Associate,200.0,11 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'Machine Learning', 'Deep Learning', 'LLMs', 'Spark']"
3467354459,Data Scientist,"Chennai, Tamil Nadu, India",On-site,Full-time · Associate,175.0,11 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'Machine Learning', 'Deep Learning', 'LLMs', 'Spark']"
3467396789,Data Scientist,India,Remote,,,4 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Statistics', 'A/B Testing', 'Machine Learning']"
3471657636,"Data Analyst, Trilogy (Remote) - $60,000/year USD","Delhi, Delhi, India",Remote,Full-time · Associate,200.0,9 hours,Data Analyst,['Excel']
3471669068,"Data Analyst, Trilogy (Remote) - $60,000/year USD","New Delhi, Delhi, India",Remote,Full-time · Associate,,9 hours,Data Analyst,['Excel']
3473575313,Senior Data Analyst  | WFH,"Thiruvananthapuram, Kerala, India",Remote,Full-time · Mid-Senior level,68.0,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Power BI', 'Statistics', 'Spark', 'GCP']"
3473575066,Senior Associate - Data Analyst,"Hyderabad, Telangana, India",Remote,Full-time · Mid-Senior level,147.0,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Power BI', 'Statistics', 'Spark', 'GCP']"
3473571822,Senior Data Analyst  | WFH,"Bhopal, Madhya Pradesh, India",Remote,Full-time · Mid-Senior level,,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Power BI', 'Statistics', 'Spark', 'GCP']"
3467361186,Senior Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,,11 hours,Data Analyst,"['Excel', 'Power BI', 'LLMs', 'AWS', 'Azure']"
3463744088,Data Analyst,"Bangalore Urban, Karnataka, India",Hybrid,Full-time · Mid-Senior level,200.0,1 day,Data Analyst,"['SQL', 'Excel', 'Power BI', 'AWS']"
3468028509,Data Analyst,"Gurugram, Haryana, India",Hybrid,Full-time · Mid-Senior level,200.0,2 days,Data Analyst,"['SQL', 'Excel']"
3473479523,Data Analyst - 10 to 15 Years - Permanent Remote - upto 27L,India,Remote,Full-time · Mid-Senior level,200.0,1 day,Data Analyst,['SQL']
3466126584,Sr. Associate; Data Analyst (Google Analytics),"Mumbai, Maharashtra, India",Hybrid,Full-time · Associate,200.0,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'A/B Testing']"
3466799076,Senior Data Analyst [T500-4357],"Bengaluru, Karnataka, India",On-site,Full-time · Director,200.0,5 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'LLMs']"
3463550965,Senior Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,200.0,2 days,Data Analyst,"['Python', 'SQL', 'Tableau', 'A/B Testing']"
3472127640,Senior Data Analyst,"Chennai, Tamil Nadu, India",,Full-time · Associate,200.0,2 days,Data Analyst,"['SQL', 'Excel', 'Power BI']"
3461617423,Assistant Project Data Analyst,"Bengaluru, Karnataka, India",Hybrid,Full-time · Mid-Senior level,,6 days,Data Analyst,"['Python', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'Machine Learning']"
3460391675,Senior Data Analyst,India,Remote,Full-time · Mid-Senior level,,5 days,Data Analyst,"['SQL', 'Power BI']"
3467356873,Sr Data Analyst -Data Governance / Collibra,India,Remote,Full-time · Mid-Senior level,23.0,11 hours,Data Analyst,"['SQL', 'AWS', 'Azure']"
3410496892,Data Analyst 2,"Bengaluru, Karnataka, India",On-site,Full-time · Associate,,4 days,Data Analyst,"['Excel', 'Power BI', 'Statistics', 'LLMs']"
3276415130,Senior Data Analyst,"Bengaluru, Karnataka, India",,Full-time,200.0,4 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Statistics', 'LLMs', 'AWS']"
3462799449,Data Analyst Trainer,"Gurugram, Haryana, India",On-site,Full-time,2.0,5 days,Data Analyst,"['Excel', 'AWS', 'Azure']"
3472408664,Data Analyst and Programmer,"Dehradun, Uttarakhand, India",On-site,Full-time · Mid-Senior level,52.0,1 day,Data Analyst,[]
3463535172,Sr Business Data Analyst (PowerBi)- Remote Work,India,Remote,Full-time · Mid-Senior level,,4 hours,Data Analyst,"['SQL', 'Excel', 'Tableau', 'Power BI']"
3472508072,"Data Analyst - GCP, Google BigQuery, Data Analytics, Power BI, Python - 6-9 Yrs","Bengaluru, Karnataka, India",Hybrid,Full-time,,11 hours,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Spark', 'GCP']"
3474692367,Data Scientist,"Bengaluru, Karnataka, India",Hybrid,Full-time · Associate,,8 hours,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'A/B Testing', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark', 'AWS', 'Azure', 'GCP']"
3474246777,Power BI Analyst,"Bengaluru, Karnataka, India",Hybrid,Contract · Mid-Senior level,,17 hours,Data Analyst,"['Excel', 'Power BI']"
3466109731,Business Intelligence Analyst,India,Remote,Full-time · Mid-Senior level,,1 day,Data Analyst,"['Python', 'SQL', 'Tableau', 'Power BI']"
3471657636,"Data Analyst, Trilogy (Remote) - $60,000/year USD","Delhi, Delhi, India",Remote,Full-time · Associate,200.0,13 hours,Data Analyst,['Excel']
3471669068,"Data Analyst, Trilogy (Remote) - $60,000/year USD","New Delhi, Delhi, India",Remote,Full-time · Associate,200.0,13 hours,Data Analyst,['Excel']
3474349934,Data Analyst - WFH,Greater Bengaluru Area,Remote,Full-time · Mid-Senior level,200.0,13 hours,Data Analyst,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3472504479,Data Analyst,"Gurugram, Haryana, India",On-site,Full-time · Entry level,200.0,14 hours,Data Analyst,"['SQL', 'Excel', 'Tableau', 'Power BI']"
3471658510,"Data Analyst, Trilogy (Remote) - $60,000/year USD","Bengaluru, Karnataka, India",Remote,Full-time · Associate,200.0,13 hours,Data Analyst,['Excel']
3472847494,Data Analyst,"Mumbai, Maharashtra, India",On-site,Full-time · Mid-Senior level,200.0,8 hours,Data Analyst,['Tableau']
3467362043,Data Analyst,India,Remote,Full-time · Entry level,200.0,15 hours,Data Analyst,[]
3467344403,Data Analyst,"Mumbai, Maharashtra, India",On-site,Full-time · Mid-Senior level,200.0,15 hours,Data Analyst,"['Python', 'SQL', 'Tableau', 'Machine Learning']"
3467872340,Data Analyst,India,Remote,Contract · Mid-Senior level,79.0,2 hours,Data Analyst,"['Python', 'SQL', 'Statistics', 'A/B Testing', 'Airflow']"
3467361186,Senior Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,200.0,15 hours,Data Analyst,"['Excel', 'Power BI', 'LLMs', 'AWS', 'Azure']"
3474251313,Looker Data Analyst,"Bengaluru, Karnataka, India",Hybrid,Contract · Mid-Senior level,66.0,18 hours,Data Analyst,"['Excel', 'Power BI']"
3472814710,"Text Analytics, Machine Learning, Python, NLP","Bangalore Urban, Karnataka, India",Hybrid,Full-time · Mid-Senior level,18.0,11 hours,AI / ML Engineer,"['Python', 'Scikit-learn', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3472508072,"Data Analyst - GCP, Google BigQuery, Data Analytics, Power BI, Python - 6-9 Yrs","Bengaluru, Karnataka, India",Hybrid,Full-time,17.0,13 hours,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Spark', 'GCP']"
3467356873,Sr Data Analyst -Data Governance / Collibra,India,Remote,Full-time · Mid-Senior level,27.0,15 hours,Data Analyst,"['SQL', 'AWS', 'Azure']"
3474863513,Senior People Data and Reporting Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,76.0,9 hours,Data Analyst,"['Excel', 'Tableau', 'Power BI', 'Statistics']"
3463535172,Sr Business Data Analyst (PowerBi)- Remote Work,India,Remote,Full-time · Mid-Senior level,200.0,7 hours,Data Analyst,"['SQL', 'Excel', 'Tableau', 'Power BI']"
3474246777,Power BI Analyst,"Bengaluru, Karnataka, India",Hybrid,Contract · Mid-Senior level,158.0,19 hours,Data Analyst,"['Excel', 'Power BI']"
3470781414,AWS Cloud and Machine Learning Intern,"New Delhi, Delhi, India",Remote,Internship,173.0,1 day,AI / ML Engineer,"['Machine Learning', 'LLMs', 'AWS']"
3467361433,Data Scientist/ Business analyst/ Data Analyst/Analytics Consultant,"Mumbai, Maharashtra, India",On-site,Full-time · Mid-Senior level,,16 hours,Data Analyst,"['Statistics', 'Machine Learning']"
3474343937,ML Engineer - WFH,India,Remote,Full-time · Mid-Senior level,,15 hours,AI / ML Engineer,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3467348819,Data Scientist,"Mumbai, Maharashtra, India",On-site,Full-time · Associate,,17 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'Machine Learning', 'Deep Learning', 'LLMs', 'Spark']"
3467357110,Data Scientist,"Bengaluru, Karnataka, India",On-site,Full-time · Associate,,17 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'Machine Learning', 'Deep Learning', 'LLMs', 'Spark']"
3467354459,Data Scientist,"Chennai, Tamil Nadu, India",On-site,Full-time · Associate,,17 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'Machine Learning', 'Deep Learning', 'LLMs', 'Spark']"
3467396789,Data Scientist,India,Remote,Full-time,,11 hours,AI / ML Engineer,"['Python', 'SQL', 'Excel', 'Statistics', 'A/B Testing', 'Machine Learning']"
3473343257,Data Scientist,"Gurgaon Rural, Haryana, India",On-site,Full-time,,6 hours,AI / ML Engineer,"['Python', 'SQL', 'Power BI', 'Statistics', 'Machine Learning', 'Deep Learning', 'Azure']"
3467094978,Data Scientist,"Chennai, Tamil Nadu, India",Hybrid,Full-time,,19 hours,AI / ML Engineer,"['Excel', 'Statistics', 'A/B Testing', 'Machine Learning', 'Deep Learning', 'LLMs']"
3472820914,Data Scientist,"Gurugram, Haryana, India",On-site,Full-time,,13 hours,AI / ML Engineer,"['Python', 'Excel', 'Power BI', 'Statistics', 'Machine Learning', 'Deep Learning']"
3467826604,Embedded ML Engineer,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,39.0,9 hours,AI / ML Engineer,"['Python', 'Machine Learning']"
3471657636,"Data Analyst, Trilogy (Remote) - $60,000/year USD","Delhi, Delhi, India",Remote,Full-time · Associate,200.0,16 hours,Data Analyst,['Excel']
3471669068,"Data Analyst, Trilogy (Remote) - $60,000/year USD","New Delhi, Delhi, India",Remote,Full-time · Associate,200.0,16 hours,Data Analyst,['Excel']
3474349934,Data Analyst - WFH,Greater Bengaluru Area,Remote,Full-time · Mid-Senior level,200.0,16 hours,Data Analyst,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3473572189,Data Analyst - Lead,"Ghaziabad, Uttar Pradesh, India",Remote,Full-time · Mid-Senior level,102.0,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Power BI', 'Statistics', 'Spark', 'GCP']"
3472504479,Data Analyst,"Gurugram, Haryana, India",On-site,Full-time · Entry level,200.0,18 hours,Data Analyst,"['SQL', 'Excel', 'Tableau', 'Power BI']"
3473973746,Data Analyst,"Hyderabad, Telangana, India",On-site,Full-time,1.0,57 minutes,Data Analyst,['Excel']
3471658510,"Data Analyst, Trilogy (Remote) - $60,000/year USD","Bengaluru, Karnataka, India",Remote,Full-time · Associate,200.0,16 hours,Data Analyst,['Excel']
3473574018,Data Analyst Executive,"Ahmedabad, Gujarat, India",Remote,Full-time · Mid-Senior level,166.0,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Power BI', 'Statistics', 'Spark', 'GCP']"
3465497810,Data Analyst,"Noida, Uttar Pradesh, India",On-site,Full-time,200.0,1 day,Data Analyst,"['SQL', 'Statistics']"
3466128000,Staff Data Analyst,"Bengaluru, Karnataka, India",Hybrid,Full-time · Mid-Senior level,200.0,1 day,Data Analyst,"['Python', 'SQL', 'Tableau', 'Statistics', 'Machine Learning', 'Deep Learning', 'LLMs', 'Spark', 'Azure', 'GCP']"
3472847494,Data Analyst,"Mumbai, Maharashtra, India",On-site,Full-time · Mid-Senior level,200.0,12 hours,Data Analyst,['Tableau']
3467362043,Data Analyst,India,Remote,Full-time · Entry level,200.0,18 hours,Data Analyst,[]
3467344403,Data Analyst,"Mumbai, Maharashtra, India",On-site,Full-time · Mid-Senior level,200.0,19 hours,Data Analyst,"['Python', 'SQL', 'Tableau', 'Machine Learning']"
3467872340,Data Analyst,India,Remote,Contract · Mid-Senior level,90.0,5 hours,Data Analyst,"['Python', 'SQL', 'Statistics', 'A/B Testing', 'Airflow']"
3465296959,Data Analyst,"Bengaluru, Karnataka, India",Hybrid,Full-time · Entry level,200.0,1 week,Data Analyst,"['Python', 'SQL', 'Excel', 'Power BI', 'Pandas', 'Scikit-learn']"
3473575313,Senior Data Analyst  | WFH,"Thiruvananthapuram, Kerala, India",Remote,Full-time · Mid-Senior level,74.0,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Power BI', 'Statistics', 'Spark', 'GCP']"
3473575066,Senior Associate - Data Analyst,"Hyderabad, Telangana, India",Remote,Full-time · Mid-Senior level,154.0,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Power BI', 'Statistics', 'Spark', 'GCP']"
3473571822,Senior Data Analyst  | WFH,"Bhopal, Madhya Pradesh, India",Remote,Full-time · Mid-Senior level,106.0,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Power BI', 'Statistics', 'Spark', 'GCP']"
3467361186,Senior Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,200.0,18 hours,Data Analyst,"['Excel', 'Power BI', 'LLMs', 'AWS', 'Azure']"
3466797396,Data Analyst [T500-4357],"Bengaluru, Karnataka, India",On-site,Full-time · Associate,200.0,5 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'LLMs']"
3463744088,Data Analyst,"Bangalore Urban, Karnataka, India",Hybrid,Full-time · Mid-Senior level,200.0,1 day,Data Analyst,"['SQL', 'Excel', 'Power BI', 'AWS']"
3468028509,Data Analyst,"Gurugram, Haryana, India",Hybrid,Full-time · Mid-Senior level,200.0,2 days,Data Analyst,"['SQL', 'Excel']"
3473669395,Data Analyst - SQL [T500-4357],"Bengaluru, Karnataka, India",On-site,Full-time · Associate,200.0,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'LLMs']"
3458563286,Data Analyst,"Chennai, Tamil Nadu, India",Hybrid,Full-time,200.0,6 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'LLMs']"
3437863987,Data Analyst,"Gurugram, Haryana, India",On-site,Full-time,200.0,1 day,Data Analyst,"['Python', 'SQL', 'Statistics']"
3473747143,Data Analyst,India,Remote,Full-time · Entry level,200.0,1 day,Data Analyst,"['Python', 'SQL', 'Tableau', 'Power BI', 'Statistics', 'LLMs']"
3473518901,Data Analyst,"Pune, Maharashtra, India",On-site,Full-time · Mid-Senior level,200.0,1 day,Data Analyst,"['Python', 'SQL', 'Tableau', 'Power BI', 'Machine Learning', 'AWS']"
3470063791,Data Analyst,"Chennai, Tamil Nadu, India",Hybrid,Full-time · Mid-Senior level,200.0,1 day,Data Analyst,"['SQL', 'Tableau', 'Statistics']"
3473666760,Lead Data Analyst - SQL [T500-4242],"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,200.0,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'LLMs']"
3467247562,Data Analyst,"Bengaluru, Karnataka, India",Hybrid,Full-time · Mid-Senior level,200.0,5 days,Data Analyst,"['Excel', 'Tableau', 'Power BI', 'Machine Learning', 'NLP', 'LLMs']"
3474251313,Looker Data Analyst,"Bengaluru, Karnataka, India",Hybrid,Contract · Mid-Senior level,69.0,21 hours,Data Analyst,"['Excel', 'Power BI']"
3461630500,Assurance Data Analyst,India,Remote,Full-time · Mid-Senior level,200.0,6 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Power BI', 'LLMs', 'Azure']"
3465019440,Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,200.0,6 days,Data Analyst,"['Excel', 'Tableau', 'Power BI', 'Machine Learning', 'NLP', 'LLMs']"
3466799076,Senior Data Analyst [T500-4357],"Bengaluru, Karnataka, India",On-site,Full-time · Director,200.0,5 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'LLMs']"
3464940861,Data Analyst,India,Remote,Full-time,200.0,2 days,Data Analyst,"['SQL', 'Excel', 'Statistics']"
3464452599,Data Analyst,"Jaipur, Rajasthan, India",On-site,Full-time,164.0,5 days,Data Analyst,"['SQL', 'Statistics']"
3466106945,Data Analyst,"Hyderabad, Telangana, India",On-site,Full-time · Mid-Senior level,200.0,1 day,Data Analyst,['SQL']
3463971134,Business Improvement Data Analyst,"Gurugram, Haryana, India",Hybrid,Full-time · Mid-Senior level,200.0,5 days,Data Analyst,"['Excel', 'Power BI']"
3473574826,Data Analyst,India,Remote,Full-time · Mid-Senior level,200.0,1 day,Data Analyst,"['SQL', 'LLMs']"
3473098983,Lead Data Analyst,"Noida, Uttar Pradesh, India",On-site,Full-time · Mid-Senior level,200.0,1 day,Data Analyst,"['SQL', 'Excel', 'Tableau', 'Statistics']"
3473479523,Data Analyst - 10 to 15 Years - Permanent Remote - upto 27L,India,Remote,Full-time · Mid-Senior level,200.0,1 day,Data Analyst,['SQL']
3468089081,Data Analyst,India,Remote,Full-time · Associate,200.0,2 days,Data Analyst,"['SQL', 'Power BI']"
3466126584,Sr. Associate; Data Analyst (Google Analytics),"Mumbai, Maharashtra, India",Hybrid,Full-time · Associate,200.0,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'A/B Testing']"
3461617423,Assistant Project Data Analyst,"Bengaluru, Karnataka, India",Hybrid,Full-time · Mid-Senior level,200.0,6 days,Data Analyst,"['Python', 'Excel', 'Tableau', 'Power BI', 'Statistics', 'Machine Learning']"
3461044496,Sr Data Analyst,"Bengaluru, Karnataka, India",Hybrid,Full-time · Mid-Senior level,200.0,5 days,Data Analyst,"['Python', 'SQL', 'Tableau', 'Statistics', 'LLMs']"
3469504181,Data Analyst  immediate Joiner  (for Global IT MNC),"Mumbai, Maharashtra, India",On-site,Full-time · Entry level,163.0,1 day,Data Analyst,"['Python', 'SQL']"
3461676152,Hiring Data Analyst experienced in Celonis tool,"Mumbai, Maharashtra, India",Hybrid,Full-time · Mid-Senior level,200.0,6 days,Data Analyst,['SQL']
3460391675,Senior Data Analyst,India,Remote,Full-time · Mid-Senior level,200.0,5 days,Data Analyst,"['SQL', 'Power BI']"
3468037366,Sr Data Analyst GCP,"Bengaluru, Karnataka, India",Remote,Full-time · Mid-Senior level,94.0,2 days,Data Analyst,"['Python', 'GCP']"
3459095844,Data Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,200.0,1 day,Data Analyst,['SQL']
3445962989,Data Analyst,"Hyderabad, Telangana, India",On-site,Full-time,200.0,5 days,Data Analyst,"['Python', 'SQL', 'Statistics']"
3466102723,Data Analyst,"Hyderabad, Telangana, India",On-site,Full-time,200.0,1 day,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Statistics']"
3462377197,Senior Data Analyst,"Bengaluru, Karnataka, India",,Full-time · Mid-Senior level,,6 days,Data Analyst,"['Python', 'SQL', 'Tableau', 'Power BI', 'A/B Testing']"
3283665651,Data Analyst,"Bengaluru, Karnataka, India",,Full-time,,4 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Statistics', 'LLMs', 'AWS']"
3470781414,AWS Cloud and Machine Learning Intern,"New Delhi, Delhi, India",Remote,Internship,,1 day,AI / ML Engineer,"['Machine Learning', 'LLMs', 'AWS']"
3472820914,Data Scientist,"Gurugram, Haryana, India",On-site,Full-time,133.0,13 hours,AI / ML Engineer,"['Python', 'Excel', 'Power BI', 'Statistics', 'Machine Learning', 'Deep Learning']"
3471195031,Senior Data Analyst,"Mumbai, Maharashtra, India",On-site,Full-time · Mid-Senior level,159.0,2 days,Data Analyst,"['Python', 'SQL', 'Excel']"
3449643181,Lead Data Analyst,India,Remote,Full-time · Mid-Senior level,,2 days,Data Analyst,"['Python', 'SQL', 'Tableau', 'Power BI', 'Statistics', 'Machine Learning', 'LLMs']"
3467356873,Sr Data Analyst -Data Governance / Collibra,India,Remote,Full-time · Mid-Senior level,,19 hours,Data Analyst,"['SQL', 'AWS', 'Azure']"
3276415130,Senior Data Analyst,"Bengaluru, Karnataka, India",,Full-time,200.0,4 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Statistics', 'LLMs', 'AWS']"
3427382962,Senior Data Analyst,"Bengaluru, Karnataka, India",,Full-time,200.0,4 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'LLMs', 'AWS']"
3464599045,Data Analyst/Receptionist/Field investagator,"Chennai, Tamil Nadu, India",On-site,Full-time,24.0,2 days,Data Analyst,"['Excel', 'Power BI']"
3466236231,Data Analyst Manager,"Mumbai, Maharashtra, India",On-site,Full-time,200.0,4 days,Data Analyst,"['Python', 'SQL', 'Excel', 'Tableau', 'Power BI']"
3459374556,HR Data Analyst,"Hyderabad, Telangana, India",Hybrid,Full-time · Mid-Senior level,147.0,6 days,Data Analyst,"['Excel', 'Statistics', 'A/B Testing', 'LLMs']"
3474863513,Senior People Data and Reporting Analyst,"Bengaluru, Karnataka, India",On-site,Full-time · Mid-Senior level,83.0,13 hours,Data Analyst,"['Excel', 'Tableau', 'Power BI', 'Statistics']"
3464557021,Artificial Intelligence Engineer,"Chennai, Tamil Nadu, India",On-site,Full-time,200.0,2 days,AI / ML Engineer,['Python']
3474246777,Power BI Analyst,"Bengaluru, Karnataka, India",Hybrid,Contract · Mid-Senior level,,23 hours,Data Analyst,"['Excel', 'Power BI']"
3472408664,Data Analyst and Programmer,"Dehradun, Uttarakhand, India",On-site,Full-time · Mid-Senior level,,2 days,Data Analyst,[]
3461653716,Machine Learning Engineer,"Pune, Maharashtra, India",On-site,Full-time,,5 days,AI / ML Engineer,"['Python', 'Machine Learning', 'Deep Learning', 'AWS', 'GCP']"
3468027087,Machine Learning Engineer,India,Remote,Full-time,,2 days,AI / ML Engineer,"['A/B Testing', 'Pandas', 'NumPy', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark', 'Docker', 'Kubernetes', 'GCP']"
3459397490,Senior HR Data Analyst,"Hyderabad, Telangana, India",Hybrid,Full-time · Mid-Senior level,,6 days,Data Analyst,"['Excel', 'AWS']"
3459397490,Senior HR Data Analyst,"Hyderabad, Telangana, India",Hybrid,Full-time · Mid-Senior level,,6 days,Data Analyst,"['Excel', 'AWS']"
3461021370,Data Scientist -Azure (3+yrs only),India,Remote,Contract,,1 day,AI / ML Engineer,"['Python', 'SQL', 'Azure']"
3464549135,Senior Machine Learning Engineer,"Hyderabad, Telangana, India",On-site,Full-time,,2 days,AI / ML Engineer,"['Python', 'SQL', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'LLMs', 'Spark', 'AWS']"
3468027087,Machine Learning Engineer,India,Remote,Full-time,,2 days,AI / ML Engineer,"['A/B Testing', 'Pandas', 'NumPy', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark', 'Docker', 'Kubernetes', 'GCP']"
3464534144,Lead Data Scientist,"Hyderabad, Telangana, India",,Full-time,,2 days,AI / ML Engineer,"['Python', 'Excel', 'Statistics', 'Machine Learning', 'Deep Learning']"
3461021370,Data Scientist -Azure (3+yrs only),India,Remote,Contract,,1 day,AI / ML Engineer,"['Python', 'SQL', 'Azure']"
3464534144,Lead Data Scientist,"Hyderabad, Telangana, India",,Full-time,,2 days,AI / ML Engineer,"['Python', 'Excel', 'Statistics', 'Machine Learning', 'Deep Learning']"
3461021370,Data Scientist -Azure (3+yrs only),India,Remote,Contract,,1 day,AI / ML Engineer,"['Python', 'SQL', 'Azure']"
3462452996,Machine Learning Engineer,"Bengaluru, Karnataka, India",Hybrid,Full-time,,4 days,AI / ML Engineer,"['Excel', 'Statistics', 'Machine Learning', 'NLP', 'LLMs']"
3476278945,Data Analyst,"Navi Mumbai, Maharashtra, India",Remote,Full-time,,6 minutes,Data Analyst,['AWS']
3469847392,Artificial Intelligence Intern,"Mumbai, Maharashtra, India",On-site,Full-time,,4 minutes,AI / ML Engineer,[]
3469094257,Machine learning Training and Internship,"Bengaluru, Karnataka, India",Remote,Internship,,3 hours,AI / ML Engineer,['Excel']
3474477393,Data Analyst - WFH,Greater Delhi Area,Remote,Full-time · Mid-Senior level,,13 hours,Data Analyst,"['Python', 'Statistics', 'Machine Learning', 'Deep Learning', 'NLP', 'Spark']"
3469077904,Machine Learning Training + Intern,India,Remote,Internship,,4 hours,AI / ML Engineer,[]
3469090857,Machine Learning Training + Intern,India,Remote,Internship,,3 hours,AI / ML Engineer,[]
3469027470,AI Engineering / MLOPS,"Hyderabad, Telangana, India",Hybrid,Full-time · Associate,,9 hours,AI / ML Engineer,"['Python', 'SQL', 'A/B Testing', 'Machine Learning', 'Spark', 'Docker', 'Kubernetes', 'AWS', 'Azure', 'GCP']"
